REFERENCE_PERIOD,NAICS,STATUS,SYMBOL,TERMINATED,DECIMALS,CALCULATED_VALUE
2012-11-01,Food manufacturing,,,,0,7272000000.0
2012-11-01,Beverage and tobacco product manufacturing,,,,0,1045000000.0
2012-11-01,Textile mills,,,,0,123000000.0
2012-11-01,Textile product mills,,,,0,141000000.0
2012-11-01,Apparel manufacturing,,,,0,211000000.0
2012-11-01,Leather and allied product manufacturing,,,,0,30000000.0
2012-11-01,Paper manufacturing,,,,0,2115000000.0
2012-11-01,Printing and related support activities,,,,0,753000000.0
2012-11-01,Petroleum and coal products manufacturing,,,,0,5947000000.0
2012-11-01,Chemical manufacturing,,,,0,3951000000.0
2012-11-01,Plastics and rubber products manufacturing,,,,0,2149000000.0
2012-11-01,Durable goods,,,,0,27223000000.0
2012-11-01,Wood product manufacturing,,,,0,2099000000.0
2012-11-01,Non-metallic mineral product manufacturing,,,,0,1091000000.0
2012-11-01,Primary metal manufacturing,,,,0,4056000000.0
2012-11-01,Fabricated metal product manufacturing,,,,0,3127000000.0
2012-11-01,Machinery manufacturing,,,,0,2852000000.0
2012-11-01,Computer and electronic product manufacturing,,,,0,1260000000.0
2012-11-01,"Electrical equipment, appliance and component manufacturing",,,,0,923000000.0
2012-11-01,Transportation equipment manufacturing,,,,0,9970000000.0
2012-11-01,Motor vehicle manufacturing,,,,0,5397000000.0
2012-11-01,Motor vehicle body and trailer manufacturing,,,,0,287000000.0
2012-11-01,Motor vehicle parts manufacturing,,,,0,2207000000.0
2012-11-01,Aerospace product and parts manufacturing,,,,0,1496000000.0
2012-11-01,Railroad rolling stock manufacturing,,,,0,132000000.0
2012-11-01,Ship and boat building,,,,0,140000000.0
2012-11-01,Other transportation equipment manufacturing,,,,0,312000000.0
2012-11-01,Furniture and related product manufacturing,,,,0,860000000.0
2012-11-01,Miscellaneous manufacturing,,,,0,985000000.0
2012-12-01,"Total, durable and non-durable goods",,,,0,50126000000.0
2012-12-01,Non-durable goods,,,,0,23682000000.0
2012-12-01,Food manufacturing,,,,0,7475000000.0
2012-12-01,Beverage and tobacco product manufacturing,,,,0,1039000000.0
2012-12-01,Textile mills,,,,0,110000000.0
2012-12-01,Textile product mills,,,,0,136000000.0
2012-12-01,Apparel manufacturing,,,,0,204000000.0
2012-12-01,Leather and allied product manufacturing,,,,0,33000000.0
2012-12-01,Paper manufacturing,,,,0,2087000000.0
2012-12-01,Printing and related support activities,,,,0,726000000.0
2012-12-01,Petroleum and coal products manufacturing,,,,0,5848000000.0
2012-12-01,Chemical manufacturing,,,,0,3879000000.0
2012-12-01,Plastics and rubber products manufacturing,,,,0,2145000000.0
2012-12-01,Durable goods,,,,0,26444000000.0
2012-12-01,Wood product manufacturing,,,,0,2111000000.0
2012-12-01,Non-metallic mineral product manufacturing,,,,0,1043000000.0
2012-12-01,Primary metal manufacturing,,,,0,4086000000.0
2012-12-01,Fabricated metal product manufacturing,,,,0,2986000000.0
2012-12-01,Machinery manufacturing,,,,0,2905000000.0
2012-12-01,Computer and electronic product manufacturing,,,,0,1198000000.0
2012-12-01,"Electrical equipment, appliance and component manufacturing",,,,0,921000000.0
2012-12-01,Transportation equipment manufacturing,,,,0,9311000000.0
2012-12-01,Motor vehicle manufacturing,,,,0,4798000000.0
2012-12-01,Motor vehicle body and trailer manufacturing,,,,0,270000000.0
2012-12-01,Motor vehicle parts manufacturing,,,,0,2120000000.0
2012-12-01,Aerospace product and parts manufacturing,,,,0,1612000000.0
2012-12-01,Railroad rolling stock manufacturing,,,,0,101000000.0
2012-12-01,Ship and boat building,,,,0,110000000.0
2012-12-01,Other transportation equipment manufacturing,,,,0,300000000.0
2012-12-01,Furniture and related product manufacturing,,,,0,843000000.0
2012-12-01,Miscellaneous manufacturing,,,,0,1039000000.0
2013-01-01,"Total, durable and non-durable goods",,,,0,50192000000.0
2013-01-01,Non-durable goods,,,,0,23577000000.0
2013-01-01,Food manufacturing,,,,0,7462000000.0
2013-01-01,Beverage and tobacco product manufacturing,,,,0,1079000000.0
2013-01-01,Textile mills,,,,0,111000000.0
2013-01-01,Textile product mills,,,,0,133000000.0
2013-01-01,Apparel manufacturing,,,,0,197000000.0
2013-01-01,Leather and allied product manufacturing,,,,0,35000000.0
2013-01-01,Paper manufacturing,,,,0,2110000000.0
2013-01-01,Printing and related support activities,,,,0,753000000.0
2013-01-01,Petroleum and coal products manufacturing,,,,0,5745000000.0
2013-01-01,Chemical manufacturing,,,,0,3757000000.0
2013-01-01,Plastics and rubber products manufacturing,,,,0,2194000000.0
2013-01-01,Durable goods,,,,0,26614000000.0
2013-01-01,Wood product manufacturing,,,,0,2097000000.0
2013-01-01,Non-metallic mineral product manufacturing,,,,0,1030000000.0
2013-01-01,Primary metal manufacturing,,,,0,4076000000.0
2013-01-01,Fabricated metal product manufacturing,,,,0,3084000000.0
2013-01-01,Machinery manufacturing,,,,0,2996000000.0
2013-01-01,Computer and electronic product manufacturing,,,,0,1211000000.0
2013-01-01,"Electrical equipment, appliance and component manufacturing",,,,0,906000000.0
2013-01-01,Transportation equipment manufacturing,,,,0,9377000000.0
2013-01-01,Motor vehicle manufacturing,,,,0,5072000000.0
2013-01-01,Motor vehicle body and trailer manufacturing,,,,0,277000000.0
2013-01-01,Motor vehicle parts manufacturing,,,,0,2054000000.0
2013-01-01,Aerospace product and parts manufacturing,,,,0,1443000000.0
2013-01-01,Railroad rolling stock manufacturing,,,,0,110000000.0
2013-01-01,Ship and boat building,,,,0,102000000.0
2013-01-01,Other transportation equipment manufacturing,,,,0,319000000.0
2013-01-01,Furniture and related product manufacturing,,,,0,850000000.0
2013-01-01,Miscellaneous manufacturing,,,,0,987000000.0
2013-02-01,"Total, durable and non-durable goods",,,,0,50984000000.0
2013-02-01,Non-durable goods,,,,0,23628000000.0
2013-02-01,Food manufacturing,,,,0,7725000000.0
2013-02-01,Beverage and tobacco product manufacturing,,,,0,1068000000.0
2013-02-01,Textile mills,,,,0,109000000.0
2013-02-01,Textile product mills,,,,0,135000000.0
2013-02-01,Apparel manufacturing,,,,0,197000000.0
2013-02-01,Leather and allied product manufacturing,,,,0,36000000.0
2013-02-01,Paper manufacturing,,,,0,2096000000.0
2013-02-01,Printing and related support activities,,,,0,770000000.0
2013-02-01,Petroleum and coal products manufacturing,,,,0,5482000000.0
2013-02-01,Chemical manufacturing,,,,0,3780000000.0
2013-02-01,Plastics and rubber products manufacturing,,,,0,2232000000.0
2013-02-01,Durable goods,,,,0,27356000000.0
2013-02-01,Wood product manufacturing,,,,0,2182000000.0
2013-02-01,Non-metallic mineral product manufacturing,,,,0,1007000000.0
2013-02-01,Primary metal manufacturing,,,,0,4007000000.0
2013-02-01,Fabricated metal product manufacturing,,,,0,3033000000.0
2013-02-01,Machinery manufacturing,,,,0,3053000000.0
2013-02-01,Computer and electronic product manufacturing,,,,0,1239000000.0
2013-02-01,"Electrical equipment, appliance and component manufacturing",,,,0,903000000.0
2013-02-01,Transportation equipment manufacturing,,,,0,9977000000.0
2013-02-01,Motor vehicle manufacturing,,,,0,5420000000.0
2013-02-01,Motor vehicle body and trailer manufacturing,,,,0,271000000.0
2013-02-01,Motor vehicle parts manufacturing,,,,0,2080000000.0
2013-02-01,Aerospace product and parts manufacturing,,,,0,1665000000.0
2013-02-01,Railroad rolling stock manufacturing,,,,0,112000000.0
2013-02-01,Ship and boat building,,,,0,124000000.0
2013-02-01,Other transportation equipment manufacturing,,,,0,306000000.0
2013-02-01,Furniture and related product manufacturing,,,,0,874000000.0
2013-02-01,Miscellaneous manufacturing,,,,0,1080000000.0
2013-03-01,"Total, durable and non-durable goods",,,,0,50922000000.0
2013-03-01,Non-durable goods,,,,0,23626000000.0
2013-03-01,Food manufacturing,,,,0,7747000000.0
2013-03-01,Beverage and tobacco product manufacturing,,,,0,1032000000.0
2013-03-01,Textile mills,,,,0,110000000.0
2013-03-01,Textile product mills,,,,0,132000000.0
2013-03-01,Apparel manufacturing,,,,0,177000000.0
2013-03-01,Leather and allied product manufacturing,,,,0,41000000.0
2013-03-01,Paper manufacturing,,,,0,2101000000.0
2013-03-01,Printing and related support activities,,,,0,763000000.0
2013-03-01,Petroleum and coal products manufacturing,,,,0,5547000000.0
2013-03-01,Chemical manufacturing,,,,0,3683000000.0
2013-03-01,Plastics and rubber products manufacturing,,,,0,2294000000.0
2013-03-01,Durable goods,,,,0,27296000000.0
2013-03-01,Wood product manufacturing,,,,0,2217000000.0
2013-03-01,Non-metallic mineral product manufacturing,,,,0,1074000000.0
2013-03-01,Primary metal manufacturing,,,,0,4124000000.0
2013-03-01,Fabricated metal product manufacturing,,,,0,3052000000.0
2013-03-01,Machinery manufacturing,,,,0,3038000000.0
2013-03-01,Computer and electronic product manufacturing,,,,0,1193000000.0
2013-03-01,"Electrical equipment, appliance and component manufacturing",,,,0,926000000.0
2013-03-01,Transportation equipment manufacturing,,,,0,9741000000.0
2013-03-01,Motor vehicle manufacturing,,,,0,5322000000.0
2013-03-01,Motor vehicle body and trailer manufacturing,,,,0,253000000.0
2013-03-01,Motor vehicle parts manufacturing,,,,0,2113000000.0
2013-03-01,Aerospace product and parts manufacturing,,,,0,1517000000.0
2013-03-01,Railroad rolling stock manufacturing,,,,0,73000000.0
2013-03-01,Ship and boat building,,,,0,113000000.0
2013-03-01,Other transportation equipment manufacturing,,,,0,351000000.0
2013-03-01,Furniture and related product manufacturing,,,,0,839000000.0
2013-03-01,Miscellaneous manufacturing,,,,0,1091000000.0
2013-04-01,"Total, durable and non-durable goods",,,,0,50951000000.0
2013-04-01,Non-durable goods,,,,0,23489000000.0
2013-04-01,Food manufacturing,,,,0,7591000000.0
2013-04-01,Beverage and tobacco product manufacturing,,,,0,1034000000.0
2013-04-01,Textile mills,,,,0,114000000.0
2013-04-01,Textile product mills,,,,0,141000000.0
2013-04-01,Apparel manufacturing,,,,0,203000000.0
2013-04-01,Leather and allied product manufacturing,,,,0,38000000.0
2013-04-01,Paper manufacturing,,,,0,2040000000.0
2013-04-01,Printing and related support activities,,,,0,762000000.0
2013-04-01,Petroleum and coal products manufacturing,,,,0,5518000000.0
2013-04-01,Chemical manufacturing,,,,0,3795000000.0
2013-04-01,Plastics and rubber products manufacturing,,,,0,2251000000.0
2013-04-01,Durable goods,,,,0,27463000000.0
2013-04-01,Wood product manufacturing,,,,0,2273000000.0
2013-04-01,Non-metallic mineral product manufacturing,,,,0,1058000000.0
2013-04-01,Primary metal manufacturing,,,,0,3963000000.0
2013-04-01,Fabricated metal product manufacturing,,,,0,2968000000.0
2013-04-01,Machinery manufacturing,,,,0,3038000000.0
2013-04-01,Computer and electronic product manufacturing,,,,0,1160000000.0
2013-04-01,"Electrical equipment, appliance and component manufacturing",,,,0,917000000.0
2013-04-01,Transportation equipment manufacturing,,,,0,10126000000.0
2013-04-01,Motor vehicle manufacturing,,,,0,5601000000.0
2013-04-01,Motor vehicle body and trailer manufacturing,,,,0,279000000.0
2013-04-01,Motor vehicle parts manufacturing,,,,0,2106000000.0
2013-04-01,Aerospace product and parts manufacturing,,,,0,1612000000.0
2013-04-01,Railroad rolling stock manufacturing,,,,0,102000000.0
2013-04-01,Ship and boat building,,,,0,119000000.0
2013-04-01,Other transportation equipment manufacturing,,,,0,306000000.0
2013-04-01,Furniture and related product manufacturing,,,,0,838000000.0
2013-04-01,Miscellaneous manufacturing,,,,0,1121000000.0
2013-05-01,"Total, durable and non-durable goods",,,,0,50768000000.0
2013-05-01,Non-durable goods,,,,0,23363000000.0
2013-05-01,Food manufacturing,,,,0,7516000000.0
2013-05-01,Beverage and tobacco product manufacturing,,,,0,1091000000.0
2013-05-01,Textile mills,,,,0,114000000.0
2013-05-01,Textile product mills,,,,0,134000000.0
2013-05-01,Apparel manufacturing,,,,0,217000000.0
2013-05-01,Leather and allied product manufacturing,,,,0,41000000.0
2013-05-01,Paper manufacturing,,,,0,2040000000.0
2013-05-01,Printing and related support activities,,,,0,756000000.0
2013-05-01,Petroleum and coal products manufacturing,,,,0,5046000000.0
2013-05-01,Chemical manufacturing,,,,0,4102000000.0
2013-05-01,Plastics and rubber products manufacturing,,,,0,2307000000.0
2013-05-01,Durable goods,,,,0,27405000000.0
2013-05-01,Wood product manufacturing,,,,0,2293000000.0
2013-05-01,Non-metallic mineral product manufacturing,,,,0,1102000000.0
2013-05-01,Primary metal manufacturing,,,,0,3996000000.0
2013-05-01,Fabricated metal product manufacturing,,,,0,3007000000.0
2013-05-01,Machinery manufacturing,,,,0,3141000000.0
2013-05-01,Computer and electronic product manufacturing,,,,0,1132000000.0
2013-05-01,"Electrical equipment, appliance and component manufacturing",,,,0,915000000.0
2013-05-01,Transportation equipment manufacturing,,,,0,9793000000.0
2013-05-01,Motor vehicle manufacturing,,,,0,5323000000.0
2013-05-01,Motor vehicle body and trailer manufacturing,,,,0,263000000.0
2013-05-01,Motor vehicle parts manufacturing,,,,0,2096000000.0
2013-05-01,Aerospace product and parts manufacturing,,,,0,1566000000.0
2013-05-01,Railroad rolling stock manufacturing,,,,0,131000000.0
2013-05-01,Ship and boat building,,,,0,130000000.0
2013-05-01,Other transportation equipment manufacturing,,,,0,283000000.0
2013-05-01,Furniture and related product manufacturing,,,,0,890000000.0
2013-05-01,Miscellaneous manufacturing,,,,0,1135000000.0
2013-06-01,"Total, durable and non-durable goods",,,,0,50243000000.0
2013-06-01,Non-durable goods,,,,0,23305000000.0
2013-06-01,Food manufacturing,,,,0,7380000000.0
2013-06-01,Beverage and tobacco product manufacturing,,,,0,998000000.0
2013-06-01,Textile mills,,,,0,116000000.0
2013-06-01,Textile product mills,,,,0,131000000.0
2013-06-01,Apparel manufacturing,,,,0,209000000.0
2013-06-01,Leather and allied product manufacturing,,,,0,37000000.0
2013-06-01,Paper manufacturing,,,,0,2061000000.0
2013-06-01,Printing and related support activities,,,,0,736000000.0
2013-06-01,Petroleum and coal products manufacturing,,,,0,5337000000.0
2013-06-01,Chemical manufacturing,,,,0,3993000000.0
2013-06-01,Plastics and rubber products manufacturing,,,,0,2307000000.0
2013-06-01,Durable goods,,,,0,26938000000.0
2013-06-01,Wood product manufacturing,,,,0,2173000000.0
2013-06-01,Non-metallic mineral product manufacturing,,,,0,1028000000.0
2013-06-01,Primary metal manufacturing,,,,0,3925000000.0
2013-06-01,Fabricated metal product manufacturing,,,,0,2897000000.0
2013-06-01,Machinery manufacturing,,,,0,3017000000.0
2013-06-01,Computer and electronic product manufacturing,,,,0,1129000000.0
2013-06-01,"Electrical equipment, appliance and component manufacturing",,,,0,931000000.0
2013-06-01,Transportation equipment manufacturing,,,,0,9975000000.0
2013-06-01,Motor vehicle manufacturing,,,,0,5472000000.0
2013-06-01,Motor vehicle body and trailer manufacturing,,,,0,246000000.0
2013-06-01,Motor vehicle parts manufacturing,,,,0,2089000000.0
2013-06-01,Aerospace product and parts manufacturing,,,,0,1721000000.0
2013-06-01,Railroad rolling stock manufacturing,,,,0,99000000.0
2013-06-01,Ship and boat building,,,,0,105000000.0
2013-06-01,Other transportation equipment manufacturing,,,,0,242000000.0
2013-06-01,Furniture and related product manufacturing,,,,0,878000000.0
2013-06-01,Miscellaneous manufacturing,,,,0,985000000.0
2013-07-01,"Total, durable and non-durable goods",,,,0,50004000000.0
2013-07-01,Non-durable goods,,,,0,23312000000.0
2013-07-01,Food manufacturing,,,,0,7314000000.0
2013-07-01,Beverage and tobacco product manufacturing,,,,0,1017000000.0
2013-07-01,Textile mills,,,,0,120000000.0
2013-07-01,Textile product mills,,,,0,126000000.0
2013-07-01,Apparel manufacturing,,,,0,199000000.0
2013-07-01,Leather and allied product manufacturing,,,,0,38000000.0
2013-07-01,Paper manufacturing,,,,0,2066000000.0
2013-07-01,Printing and related support activities,,,,0,752000000.0
2013-07-01,Petroleum and coal products manufacturing,,,,0,5448000000.0
2013-07-01,Chemical manufacturing,,,,0,3931000000.0
2013-07-01,Plastics and rubber products manufacturing,,,,0,2301000000.0
2013-07-01,Durable goods,,,,0,26692000000.0
2013-07-01,Wood product manufacturing,,,,0,2332000000.0
2013-07-01,Non-metallic mineral product manufacturing,,,,0,1095000000.0
2013-07-01,Primary metal manufacturing,,,,0,3753000000.0
2013-07-01,Fabricated metal product manufacturing,,,,0,2998000000.0
2013-07-01,Machinery manufacturing,,,,0,3162000000.0
2013-07-01,Computer and electronic product manufacturing,,,,0,1130000000.0
2013-07-01,"Electrical equipment, appliance and component manufacturing",,,,0,881000000.0
2013-07-01,Transportation equipment manufacturing,,,,0,9365000000.0
2013-07-01,Motor vehicle manufacturing,,,,0,5161000000.0
2013-07-01,Motor vehicle body and trailer manufacturing,,,,0,268000000.0
2013-07-01,Motor vehicle parts manufacturing,,,,0,2027000000.0
2013-07-01,Aerospace product and parts manufacturing,,,,0,1456000000.0
2013-07-01,Railroad rolling stock manufacturing,,,,0,96000000.0
2013-07-01,Ship and boat building,,,,0,121000000.0
2013-07-01,Other transportation equipment manufacturing,,,,0,235000000.0
2013-07-01,Furniture and related product manufacturing,,,,0,890000000.0
2013-07-01,Miscellaneous manufacturing,,,,0,1086000000.0
2013-08-01,"Total, durable and non-durable goods",,,,0,50690000000.0
2013-08-01,Non-durable goods,,,,0,23440000000.0
2013-08-01,Food manufacturing,,,,0,7282000000.0
2013-08-01,Beverage and tobacco product manufacturing,,,,0,1028000000.0
2013-08-01,Textile mills,,,,0,115000000.0
2013-08-01,Textile product mills,,,,0,137000000.0
2013-08-01,Apparel manufacturing,,,,0,197000000.0
2013-08-01,Leather and allied product manufacturing,,,,0,41000000.0
2013-08-01,Paper manufacturing,,,,0,2105000000.0
2013-08-01,Printing and related support activities,,,,0,752000000.0
2013-08-01,Petroleum and coal products manufacturing,,,,0,5611000000.0
2013-08-01,Chemical manufacturing,,,,0,3852000000.0
2013-08-01,Plastics and rubber products manufacturing,,,,0,2320000000.0
2013-08-01,Durable goods,,,,0,27250000000.0
2013-08-01,Wood product manufacturing,,,,0,2313000000.0
2013-08-01,Non-metallic mineral product manufacturing,,,,0,1097000000.0
2013-08-01,Primary metal manufacturing,,,,0,3893000000.0
2013-08-01,Fabricated metal product manufacturing,,,,0,3014000000.0
2013-08-01,Machinery manufacturing,,,,0,3156000000.0
2013-08-01,Computer and electronic product manufacturing,,,,0,1169000000.0
2013-08-01,"Electrical equipment, appliance and component manufacturing",,,,0,880000000.0
2013-08-01,Transportation equipment manufacturing,,,,0,9906000000.0
2013-08-01,Motor vehicle manufacturing,,,,0,5220000000.0
2013-08-01,Motor vehicle body and trailer manufacturing,,,,0,253000000.0
2013-08-01,Motor vehicle parts manufacturing,,,,0,2168000000.0
2013-08-01,Aerospace product and parts manufacturing,,,,0,1749000000.0
2013-08-01,Railroad rolling stock manufacturing,,,,0,133000000.0
2013-08-01,Ship and boat building,,,,0,125000000.0
2013-08-01,Other transportation equipment manufacturing,,,,0,258000000.0
2013-08-01,Furniture and related product manufacturing,,,,0,896000000.0
2013-08-01,Miscellaneous manufacturing,,,,0,928000000.0
2013-09-01,"Total, durable and non-durable goods",,,,0,50908000000.0
2013-09-01,Non-durable goods,,,,0,23637000000.0
2013-09-01,Food manufacturing,,,,0,7393000000.0
2013-09-01,Beverage and tobacco product manufacturing,,,,0,1073000000.0
2013-09-01,Textile mills,,,,0,111000000.0
2013-09-01,Textile product mills,,,,0,133000000.0
2013-09-01,Apparel manufacturing,,,,0,197000000.0
2013-09-01,Leather and allied product manufacturing,,,,0,36000000.0
2013-09-01,Paper manufacturing,,,,0,2112000000.0
2013-09-01,Printing and related support activities,,,,0,758000000.0
2013-09-01,Petroleum and coal products manufacturing,,,,0,5624000000.0
2013-09-01,Chemical manufacturing,,,,0,3875000000.0
2013-09-01,Plastics and rubber products manufacturing,,,,0,2324000000.0
2013-09-01,Durable goods,,,,0,27272000000.0
2013-09-01,Wood product manufacturing,,,,0,2315000000.0
2013-09-01,Non-metallic mineral product manufacturing,,,,0,1111000000.0
2013-09-01,Primary metal manufacturing,,,,0,3736000000.0
2013-09-01,Fabricated metal product manufacturing,,,,0,3008000000.0
2013-09-01,Machinery manufacturing,,,,0,3074000000.0
2013-09-01,Computer and electronic product manufacturing,,,,0,1171000000.0
2013-09-01,"Electrical equipment, appliance and component manufacturing",,,,0,908000000.0
2013-09-01,Transportation equipment manufacturing,,,,0,10123000000.0
2013-09-01,Motor vehicle manufacturing,,,,0,5575000000.0
2013-09-01,Motor vehicle body and trailer manufacturing,,,,0,261000000.0
2013-09-01,Motor vehicle parts manufacturing,,,,0,2241000000.0
2013-09-01,Aerospace product and parts manufacturing,,,,0,1540000000.0
2013-09-01,Railroad rolling stock manufacturing,,,,0,83000000.0
2013-09-01,Ship and boat building,,,,0,124000000.0
2013-09-01,Other transportation equipment manufacturing,,,,0,300000000.0
2013-09-01,Furniture and related product manufacturing,,,,0,893000000.0
2013-09-01,Miscellaneous manufacturing,,,,0,933000000.0
2013-10-01,"Total, durable and non-durable goods",,,,0,51673000000.0
2013-10-01,Non-durable goods,,,,0,24141000000.0
2013-10-01,Food manufacturing,,,,0,7755000000.0
2013-10-01,Beverage and tobacco product manufacturing,,,,0,1075000000.0
2013-10-01,Textile mills,,,,0,117000000.0
2013-10-01,Textile product mills,,,,0,135000000.0
2013-10-01,Apparel manufacturing,,,,0,203000000.0
2013-10-01,Leather and allied product manufacturing,,,,0,39000000.0
2013-10-01,Paper manufacturing,,,,0,2115000000.0
2013-10-01,Printing and related support activities,,,,0,753000000.0
2013-10-01,Petroleum and coal products manufacturing,,,,0,5539000000.0
2013-10-01,Chemical manufacturing,,,,0,4090000000.0
2013-10-01,Plastics and rubber products manufacturing,,,,0,2319000000.0
2013-10-01,Durable goods,,,,0,27532000000.0
2013-10-01,Wood product manufacturing,,,,0,2284000000.0
2013-10-01,Non-metallic mineral product manufacturing,,,,0,1124000000.0
2013-10-01,Primary metal manufacturing,,,,0,3855000000.0
2013-10-01,Fabricated metal product manufacturing,,,,0,2993000000.0
2013-10-01,Machinery manufacturing,,,,0,3119000000.0
2013-10-01,Computer and electronic product manufacturing,,,,0,1134000000.0
2013-10-01,"Electrical equipment, appliance and component manufacturing",,,,0,888000000.0
2013-10-01,Transportation equipment manufacturing,,,,0,10258000000.0
2013-10-01,Motor vehicle manufacturing,,,,0,5473000000.0
2013-10-01,Motor vehicle body and trailer manufacturing,,,,0,257000000.0
2013-10-01,Motor vehicle parts manufacturing,,,,0,2246000000.0
2013-10-01,Aerospace product and parts manufacturing,,,,0,1786000000.0
2013-10-01,Railroad rolling stock manufacturing,,,,0,96000000.0
2013-10-01,Ship and boat building,,,,0,129000000.0
2013-10-01,Other transportation equipment manufacturing,,,,0,272000000.0
2013-10-01,Furniture and related product manufacturing,,,,0,905000000.0
2013-10-01,Miscellaneous manufacturing,,,,0,973000000.0
2013-11-01,"Total, durable and non-durable goods",,,,0,51839000000.0
2013-11-01,Non-durable goods,,,,0,23940000000.0
2013-11-01,Food manufacturing,,,,0,7766000000.0
2013-11-01,Beverage and tobacco product manufacturing,,,,0,1072000000.0
2013-11-01,Textile mills,,,,0,118000000.0
2013-11-01,Textile product mills,,,,0,136000000.0
2013-11-01,Apparel manufacturing,,,,0,196000000.0
2013-11-01,Leather and allied product manufacturing,,,,0,38000000.0
2013-11-01,Paper manufacturing,,,,0,2160000000.0
2013-11-01,Printing and related support activities,,,,0,748000000.0
2013-11-01,Petroleum and coal products manufacturing,,,,0,5385000000.0
2013-11-01,Chemical manufacturing,,,,0,4004000000.0
2013-11-01,Plastics and rubber products manufacturing,,,,0,2318000000.0
2013-11-01,Durable goods,,,,0,27899000000.0
2013-11-01,Wood product manufacturing,,,,0,2294000000.0
2013-11-01,Non-metallic mineral product manufacturing,,,,0,1078000000.0
2013-11-01,Primary metal manufacturing,,,,0,3993000000.0
2013-11-01,Fabricated metal product manufacturing,,,,0,2906000000.0
2013-11-01,Machinery manufacturing,,,,0,3174000000.0
2013-11-01,Computer and electronic product manufacturing,,,,0,1108000000.0
2013-11-01,"Electrical equipment, appliance and component manufacturing",,,,0,887000000.0
2013-11-01,Transportation equipment manufacturing,,,,0,10580000000.0
2013-11-01,Motor vehicle manufacturing,,,,0,5659000000.0
2013-11-01,Motor vehicle body and trailer manufacturing,,,,0,250000000.0
2013-11-01,Motor vehicle parts manufacturing,,,,0,2282000000.0
2013-11-01,Aerospace product and parts manufacturing,,,,0,1898000000.0
2013-11-01,Railroad rolling stock manufacturing,,,,0,98000000.0
2013-11-01,Ship and boat building,,,,0,118000000.0
2013-11-01,Other transportation equipment manufacturing,,,,0,274000000.0
2013-11-01,Furniture and related product manufacturing,,,,0,889000000.0
2013-11-01,Miscellaneous manufacturing,,,,0,989000000.0
2013-12-01,"Total, durable and non-durable goods",,,,0,50399000000.0
2013-12-01,Non-durable goods,,,,0,23692000000.0
2013-12-01,Food manufacturing,,,,0,7646000000.0
2013-12-01,Beverage and tobacco product manufacturing,,,,0,1055000000.0
2013-12-01,Textile mills,,,,0,113000000.0
2013-12-01,Textile product mills,,,,0,130000000.0
2013-12-01,Apparel manufacturing,,,,0,208000000.0
2013-12-01,Leather and allied product manufacturing,,,,0,35000000.0
2013-12-01,Paper manufacturing,,,,0,2119000000.0
2013-12-01,Printing and related support activities,,,,0,749000000.0
2013-12-01,Petroleum and coal products manufacturing,,,,0,5470000000.0
2013-12-01,Chemical manufacturing,,,,0,3888000000.0
2013-12-01,Plastics and rubber products manufacturing,,,,0,2278000000.0
2013-12-01,Durable goods,,,,0,26708000000.0
2013-12-01,Wood product manufacturing,,,,0,2198000000.0
2013-12-01,Non-metallic mineral product manufacturing,,,,0,1072000000.0
2013-12-01,Primary metal manufacturing,,,,0,3803000000.0
2013-12-01,Fabricated metal product manufacturing,,,,0,3003000000.0
2013-12-01,Machinery manufacturing,,,,0,3152000000.0
2013-12-01,Computer and electronic product manufacturing,,,,0,1150000000.0
2013-12-01,"Electrical equipment, appliance and component manufacturing",,,,0,853000000.0
2013-12-01,Transportation equipment manufacturing,,,,0,9640000000.0
2013-12-01,Motor vehicle manufacturing,,,,0,5216000000.0
2013-12-01,Motor vehicle body and trailer manufacturing,,,,0,257000000.0
2013-12-01,Motor vehicle parts manufacturing,,,,0,2128000000.0
2013-12-01,Aerospace product and parts manufacturing,,,,0,1525000000.0
2013-12-01,Railroad rolling stock manufacturing,,,,0,122000000.0
2013-12-01,Ship and boat building,,,,0,107000000.0
2013-12-01,Other transportation equipment manufacturing,,,,0,284000000.0
2013-12-01,Furniture and related product manufacturing,,,,0,862000000.0
2013-12-01,Miscellaneous manufacturing,,,,0,975000000.0
2014-01-01,"Total, durable and non-durable goods",,,,0,49967000000.0
2014-01-01,Non-durable goods,,,,0,23605000000.0
2014-01-01,Food manufacturing,,,,0,7675000000.0
2014-01-01,Beverage and tobacco product manufacturing,,,,0,1052000000.0
2014-01-01,Textile mills,,,,0,120000000.0
2014-01-01,Textile product mills,,,,0,141000000.0
2014-01-01,Apparel manufacturing,,,,0,207000000.0
2014-01-01,Leather and allied product manufacturing,,,,0,39000000.0
2014-01-01,Paper manufacturing,,,,0,2109000000.0
2014-01-01,Printing and related support activities,,,,0,735000000.0
2014-01-01,Petroleum and coal products manufacturing,,,,0,5374000000.0
2014-01-01,Chemical manufacturing,,,,0,3954000000.0
2014-01-01,Plastics and rubber products manufacturing,,,,0,2200000000.0
2014-01-01,Durable goods,,,,0,26362000000.0
2014-01-01,Wood product manufacturing,,,,0,2266000000.0
2014-01-01,Non-metallic mineral product manufacturing,,,,0,1061000000.0
2014-01-01,Primary metal manufacturing,,,,0,4003000000.0
2014-01-01,Fabricated metal product manufacturing,,,,0,2882000000.0
2014-01-01,Machinery manufacturing,,,,0,3020000000.0
2014-01-01,Computer and electronic product manufacturing,,,,0,1177000000.0
